Month No.,Month-Day(s)-Events
1,"['January 1\nPolish–Soviet War in 1920: The Russian Red Army increases its troops along the Polish border from 4 divisions to 20.\nKauniainen, completely surrounded by the city of Espoo, secedes from Espoo as its own market town.', 'Polish–Soviet War in 1920: The Russian Red Army increases its troops along the Polish border from 4 divisions to 20.', 'Kauniainen, completely surrounded by the city of Espoo, secedes from Espoo as its own market town.', 'January 3 – The 1920 Xalapa earthquake in Mexico kills over 600 people, making it the second deadliest in the country.', 'January 7 – Russian Civil War: The forces of Russian White Admiral Alexander Kolchak surrender in Krasnoyarsk; the Great Siberian Ice March ensues.', 'January 10\nThe Treaty of Versailles takes effect, officially ending World War I.\nThe League of Nations Covenant enters into force. On January 16, the organization holds its first council meeting, in Paris.', 'The Treaty of Versailles takes effect, officially ending World War I.', 'The League of Nations Covenant enters into force. On January 16, the organization holds its first council meeting, in Paris.', 'January 11 – The Azerbaijan Democratic Republic is recognised de facto by European powers in Versailles.', 'January 13 – The New York Times ridicules American rocket scientist Robert H. Goddard, which it will rescind following the launch of Apollo 11 in 1969.', 'January 16\nThe Allies of World War I demand that the Netherlands extradite ex-German Emperor Wilhelm II who fled there in 1918.\nZeta Phi Beta Sorority, Incorporated, is founded on the campus of Howard University in Washington, D.C.', 'The Allies of World War I demand that the Netherlands extradite ex-German Emperor Wilhelm II who fled there in 1918.', 'Zeta Phi Beta Sorority, Incorporated, is founded on the campus of Howard University in Washington, D.C.', 'January 17 – Prohibition in the United States begins, with the Eighteenth Amendment to the Constitution coming into effect.', 'January 19 – The American Civil Liberties Union (ACLU) is founded.', 'January 21 – The final session of the Paris Peace Conference is held, even though peace treaties with Hungary and Turkey remain to be concluded. The United States does not conclude its own treaty with Germany until August 25, 1921.', 'January 22 – The Australian Country Party is officially formed.', 'January 23 – The Netherlands refuses to extradite ex-Emperor Wilhelm II; on May 15 he moves into Huis Doorn in the country where he remains permanently in exile.', 'January 28 – El Tercio de Extranjeros (the ""Regiment of Foreigners""), later the Spanish Legion, is established by decree of King Alfonso XIII of Spain.']"
2,"['February 1 – The South African Air Force (SAAF) is established, the second autonomous Air Force in the world, after the Royal Air Force (RAF).', 'February 2\nEstonian War of Independence: The Tartu Peace Treaty is signed, ending the war and recognizing the independence of both the Republic of Estonia and the Russian Socialist Federative Soviet Republic.\nFrance occupies Memel.\nSayyid Muhammad, Khan of Khiva, abdicates.', 'Estonian War of Independence: The Tartu Peace Treaty is signed, ending the war and recognizing the independence of both the Republic of Estonia and the Russian Socialist Federative Soviet Republic.', 'France occupies Memel.', 'Sayyid Muhammad, Khan of Khiva, abdicates.', 'February 9 – The Svalbard Treaty, signed by members of the League of Nations in Paris, recognises the sovereignty of Norway over the Arctic archipelago of Svalbard (at this time called Spitzbergen), while giving the other signatories economic rights in the islands.', ""February 10 – General Józef Haller first performs Poland's Wedding to the Sea, a symbolic celebration of the restitution of Polish access to the Baltic Sea."", 'February 12–24 – Conference of London: Leaders of the United Kingdom, France and Italy meet to discuss the partitioning of the Ottoman Empire.', 'February 13 – Switzerland joins the League of Nations.', 'February 14 – The League of Women Voters is founded in Chicago.', 'February 17 – A woman named Anna Anderson tries to commit suicide in Berlin and is taken to a mental hospital where she claims she is Grand Duchess Anastasia of Russia.', 'February 20 – 1920 Gori earthquake: An earthquake hits Gori in the Democratic Republic of Georgia, killing 114.', 'February 21 – The island province of Marinduque in the Philippines archipelago is founded.', 'February 22 – In Emeryville, California, the first dog racing track to employ an imitation rabbit opens.', ""February 24 – Adolf Hitler presents his National Socialist Program in Munich to the German Workers' Party (Deutsche Arbeiterpartei), which renames itself as the Nazi Party (Nationalsozialistische Deutsche Arbeiterpartei).""]"
3,"['March 1\nHungarian Admiral and statesman Miklós Horthy becomes the Regent of Hungary.\nThe United States Railroad Administration returns control of American railroads to its constituent railroad companies.', 'Hungarian Admiral and statesman Miklós Horthy becomes the Regent of Hungary.', 'The United States Railroad Administration returns control of American railroads to its constituent railroad companies.', 'March 7 – The Syrian National Congress proclaims Syria independent, with Faisal I of Iraq as king.', ""March 10 – The world's first peaceful establishment of a social democratic government takes place in Sweden as Hjalmar Branting takes over as Prime Minister when Nils Edén leaves office."", ""March 13–17 – Wolfgang Kapp and Walther von Lüttwitz's Kapp Putsch (an attempted coup in Germany) briefly ousts the Weimar Republic government from Berlin, but fails due to public resistance and a general strike."", 'March 15 – The Ruhr Red Army, a communist army 60,000 men strong, is formed in Germany.', 'March 15–16 – Constantinople is occupied by British Empire forces, acting for the Allied Powers against the Turkish National Movement. Retrospectively, the Grand National Assembly of Turkey regards this as the dissolution of the Ottoman regime in Istanbul.', 'March 18 – Greece begins using the Gregorian calendar.', 'March 19 – The United States Senate refuses to ratify the Treaty of Versailles.', 'March 23 – Admiral Miklós Horthy declares that Hungary is a monarchy, without anyone on the throne.', 'March 25 – Irish War of Independence: British recruits to the Royal Irish Constabulary begin to arrive in Ireland. They become known from their improvised uniforms as the ""Black and Tans"".', 'March 26 – The German government asks France for permission to use its own troops against the rebellious Ruhr Red Army, in the French-occupied area.', 'March 28 – The 1920 Palm Sunday tornado outbreak hits the Great Lakes region and Deep South of the United States.', 'March 29 – Sir William Robertson is promoted to Field Marshal, the first man to rise from private (enlisted 1877) to the highest rank in the British Army.']"
4,"['April – The Spanish Flu ends with an estimate between seventeen million to fifty million dead. It would be the last global pandemic until the 2009 swine flu pandemic almost 90 Years Later.', 'April 2 – The German army marches to the Ruhr, to fight the Ruhr Red Army.', 'April 3 – Attempts are made to carry out the failed assassination attempt on General Mannerheim, led by Aleksander Weckman by order of Eino Rahja, during the White Guard parade in Tampere, Finland.', 'April 4 – 1920 Palestine riots: Violence erupts between Arab and Jewish residents in Jerusalem; 9 are killed, 216 injured.', 'April 6 – The short-lived Far Eastern Republic is declared, in eastern Siberia.', 'April 11 – Mexican Revolution: Álvaro Obregón flees from Mexico City (during a trial intended to ruin his reputation) to Guerrero, where he joins Fortunato Maycotte.', 'April 19–26 – San Remo conference: Representatives of Italy, France, the United Kingdom, and Japan meet to determine the League of Nations mandates for administration of territories, following the partitioning of the Ottoman Empire.', 'April 19 – Germany and Soviet Russia agree to the exchange of prisoners of war.']"
5,"['April 20\nMexican Revolution: Álvaro Obregón announces (in Chilpancingo) that he intends to fight against the rule of Venustiano Carranza.\nThe 1920 Summer Olympics open in Antwerp, Belgium. The Olympic symbols of five interlocking rings and the associated flag are first displayed at the games.', 'Mexican Revolution: Álvaro Obregón announces (in Chilpancingo) that he intends to fight against the rule of Venustiano Carranza.', 'The 1920 Summer Olympics open in Antwerp, Belgium. The Olympic symbols of five interlocking rings and the associated flag are first displayed at the games.', 'April 23 – The Grand National Assembly of Turkey is founded by Mustafa Kemal Atatürk, in Ankara. It denounces the government of Sultan Mehmed VI and announces a temporary constitution.', 'April 24 – Polish–Soviet War: Polish and anti-Soviet Ukrainian troops attack the Red Army in Soviet Ukraine.', ""April 26 – The Khorezm People's Soviet Republic is officially created by Soviet Russia, as the successor to the Khanate of Khiva."", 'April 28 – The Azerbaijan Soviet Socialist Republic is officially created.']"
6,"['May 3 – A Bolshevik coup fails, in the Democratic Republic of Georgia.', ""May 7\nPolish–Soviet War: Polish troops occupy Kyiv. The government of the Ukrainian People's Republic returns to the city.\nMexican Revolution: Venustiano Carranza leaves Mexico City in a large train.\nTreaty of Moscow (1920): Soviet Russia recognizes the independence of the Democratic Republic of Georgia, only to invade the country six months later."", ""Polish–Soviet War: Polish troops occupy Kyiv. The government of the Ukrainian People's Republic returns to the city."", 'Mexican Revolution: Venustiano Carranza leaves Mexico City in a large train.', 'Treaty of Moscow (1920): Soviet Russia recognizes the independence of the Democratic Republic of Georgia, only to invade the country six months later.', 'May 15 – Russian Revolution: Russian White soldier Maria Bochkareva is executed in Soviet Russia.', ""May 16\nCanonization of Joan of Arc: Over 30,000 people attend the ceremony in Rome, including 140 descendants of Joan of Arc's family. Pope Benedict XV presides over the rite, for which the interior of St. Peter's Basilica in Rome is richly decorated.\nA referendum in Switzerland favors joining the League of Nations."", ""Canonization of Joan of Arc: Over 30,000 people attend the ceremony in Rome, including 140 descendants of Joan of Arc's family. Pope Benedict XV presides over the rite, for which the interior of St. Peter's Basilica in Rome is richly decorated."", 'A referendum in Switzerland favors joining the League of Nations.', 'May 17\nFrench and Belgian troops leave the cities they have occupied in Germany.\nThe first flight of Dutch air company KLM, from Amsterdam to London, takes place.', 'French and Belgian troops leave the cities they have occupied in Germany.', 'The first flight of Dutch air company KLM, from Amsterdam to London, takes place.', ""May 19 – Mexican Revolution: Álvaro Obregón's troops enter Mexico City."", 'May 20 – Mexican Revolution: Venustiano Carranza arrives in San Antonio Tlaxcalantongo; troops of Rodolfo Herrero attack him at night and shoot him.', 'May 24 – Venustiano Carranza is buried in Mexico City; all of his mourning allies are arrested. Adolfo de la Huerta is elected provisional president.', 'May 26 – Ganja revolt: Anti-Soviet opposition in the Azerbaijan SSR launches an abortive revolt in Ganja.', 'May 27 – Tomáš Garrigue Masaryk becomes president of Czechoslovakia.', 'May 29 – Floods at Louth, Lincolnshire in England kill 23.']"
7,"['June 4 – Treaty of Trianon: Peace is restored between the Allied Powers and Hungary, which loses 72% of its territory.', 'June 5 – Bolshevik cavalry breaks through Polish and Ukrainian lines south of Kyiv, precipitating eventual withdrawal.', 'June 12 – Polish–Soviet War: The Red Army retakes Kyiv.', 'June 13\nEssad Pasha Toptani, nominal ruler of Albania, is assassinated by Avni Rustemi in Paris.\nThe United States Post Office Department rules that children may not be sent via parcel post.', 'Essad Pasha Toptani, nominal ruler of Albania, is assassinated by Avni Rustemi in Paris.', 'The United States Post Office Department rules that children may not be sent via parcel post.', ""June 15\nA new border treaty between Germany and Denmark gives northern Schleswig to Denmark.\nThe Estonian Constituent Assembly adopts the first constitution of Estonia, which will come into effect on December 21 this year.\nDuluth lynchings: Three African American circus workers are sprung from jail, subjected to a kangaroo court and hanged by a white mob in Duluth, Minnesota, in the northern United States.\nAustralian soprano Nellie Melba becomes history's first well-known performer to make a radio broadcast when she sings two arias as part of an experimental series of broadcasts from a studio at the Marconi Company's factory at Chelmsford in England."", 'A new border treaty between Germany and Denmark gives northern Schleswig to Denmark.', 'The Estonian Constituent Assembly adopts the first constitution of Estonia, which will come into effect on December 21 this year.', 'Duluth lynchings: Three African American circus workers are sprung from jail, subjected to a kangaroo court and hanged by a white mob in Duluth, Minnesota, in the northern United States.', ""Australian soprano Nellie Melba becomes history's first well-known performer to make a radio broadcast when she sings two arias as part of an experimental series of broadcasts from a studio at the Marconi Company's factory at Chelmsford in England."", 'June 22 – Greek Summer Offensive: Greece attacks Turkish troops.', 'June 29 – The Republic of China joins the League of Nations.']"
8,"['July 1 – Germany declares its neutrality in the war between Poland and Soviet Russia.', 'July 2 – Polish–Soviet War: The Red Army continues its offensive into Poland.', ""July 7 – Arthur Meighen becomes Canada's ninth prime minister."", 'July 11 – The East Prussian plebiscite is held.', 'July 12 – Soviet–Lithuanian Peace Treaty: The Russian Soviet Federative Socialist Republic recognizes independent Lithuania.', 'July 19–August 7 – The Second Congress of the Communist International takes place in Saint Petersburg and Moscow; the Twenty-one Conditions are adopted.', 'July 20 – The United Kingdom cedes its brief control of the key Black Sea port of Batum to the Democratic Republic of Georgia.', 'July 21 – The Interallied Mission to Poland takes place.', 'July 22 – Polish–Soviet War: Poland sues for peace with Soviet Russia (which refuses).', ""July 24 – Battle of Maysalun: The French defeat the Syrian army, whose leader Yusuf al-'Azma is killed. French troops occupy Damascus and depose Faisal I of Syria as king."", 'July 26 – Mexican Revolution: Pancho Villa takes over Sabina and contacts Mexican President de la Huerta to offer his conditional surrender, which he signs on July 28.', 'July 29 – The United States Bureau of Reclamation begins construction of the Link River Dam, as part of the Klamath Reclamation Project.', 'July 30–August 8 – The 1st World Scout Jamboree is held at Olympia, London.', 'July 31\nIrish-born Australian Catholic Archbishop Daniel Mannix is detained on board ship by British authorities off Queenstown and prevented from landing in Ireland or from speaking in the main Irish Catholic communities elsewhere in the United Kingdom.\nFrance prohibits the sale or prescription of contraceptives.\nRepresentatives of British revolutionary socialist groups meet at the Cannon Street Hotel in London and agree to form the Communist Party of Great Britain.', 'Irish-born Australian Catholic Archbishop Daniel Mannix is detained on board ship by British authorities off Queenstown and prevented from landing in Ireland or from speaking in the main Irish Catholic communities elsewhere in the United Kingdom.', 'France prohibits the sale or prescription of contraceptives.', 'Representatives of British revolutionary socialist groups meet at the Cannon Street Hotel in London and agree to form the Communist Party of Great Britain.']"
9,"['August 3 – Irish War of Independence: Catholics riot in Belfast, in protest at the continuing British Army presence.', ""August 10 – Ottoman Sultan Mehmed VI's representatives sign the Treaty of Sèvres with the Allied Powers, confirming arrangements for the partitioning of the Ottoman Empire."", 'August 11 – Bolshevik Russia recognizes independent Latvia.', 'August 13–25 – Polish–Soviet War: Battle of Warsaw – The Red Army is defeated.', 'August 13 – Irish War of Independence: The Restoration of Order in Ireland Act (passed by the Parliament of the United Kingdom) receives Royal Assent, providing for Irish Republican Army activists to be tried by court-martial, rather than by jury in criminal courts.', 'August 14 – The 1920 Summer Olympics open in Antwerp, Belgium.', 'August 19 – Russian Civil War: Peasants in Tambov Governorate begin the Tambov Rebellion against the Bolshevik government of Soviet Russia.', 'August 19–25 – Second Silesian Uprising: The Poles in Upper Silesia rise up against the Germans.', 'August 20 – The first commercial radio station in the United States, 8MK (WWJ), begins operations in Detroit. It is owned by the Detroit News, the first U.S. radio station owned by a newspaper.', ""August 26 – The Nineteenth Amendment to the United States Constitution is ratified, guaranteeing women's suffrage."", ""August 28–September 2 – Bukhara operation: The Russian Red Army and Young Bukharians overthrow the Emirate of Bukhara, leading to the establishment of the Bukharan People's Soviet Republic.""]"
10,"['September 5\nMahatma Gandhi launches the Non-Cooperation Movement in India, with the goal of obtaining independence from British rule\nPresidential elections begin in Mexico.', 'Mahatma Gandhi launches the Non-Cooperation Movement in India, with the goal of obtaining independence from British rule', 'Presidential elections begin in Mexico.', ""September 8 – Gabriele D'Annunzio proclaims the Italian Regency of Carnaro in the city of Fiume."", ""September 9 – The Lotta Svärd women's paramilitary auxiliary is founded in Finland."", 'September 12 – The position of Patriarch of the Serbs is re-established as the authority over the Serbian Orthodox Church, almost 156 years to the day after it was abolished by the Ottoman Empire in 1766.', 'September 16 – Wall Street bombing: A bomb in a horse wagon explodes in front of the J. P. Morgan Building in New York City, killing 38 and injuring 400.', 'September 16 – The Latvian Land Reform of 1920 is adopted by the Constitutional Assembly of Latvia.', 'September 17 – The National Football League is established, as the American Professional Football Association.', 'September 20 – The first soldier joins El Tercio de Extranjeros (the ""Regiment of Foreigners"", later the Spanish Legion). Under the command of José Millán Astray and Francisco Franco, its first duties are against Rif rebels in the Spanish protectorate in Morocco.', 'September 21 – The Communist Party of Uruguay is founded.', 'September 25 – The Treaty of Seeb is signed, ending the Muscat rebellion and granting the Imamate of Oman Autonomy from the Sultanate of Muscat and Oman.', 'September 22 – The London Metropolitan Police forms the Flying Squad, a motorised mobile detective patrol unit.', 'September 27 – Polish–Soviet War: Soviet Russia sues for peace with Poland.', 'September 29\nThe first domestic radio sets come to stores in the United States; a Westinghouse radio costs $10.\nAdolf Hitler makes his first public appearance in Austria, with speeches in Vienna, Innsbruck and Salzburg.', 'The first domestic radio sets come to stores in the United States; a Westinghouse radio costs $10.', 'Adolf Hitler makes his first public appearance in Austria, with speeches in Vienna, Innsbruck and Salzburg.']"
