Month No.,Month-Day(s)-Events
1,"['January 1 – The Federation of Rhodesia and Nyasaland is dissolved.', 'January 5 - In the first meeting between leaders of the Roman Catholic and Orthodox churches since the fifteenth century, Pope Paul VI and Patriarch Athenagoras I of Constantinople meet in Jerusalem.', 'January 6 – A British firm, the Leyland Motor Corp., announces the sale of 450 buses to the Cuban government, challenging the United States blockade of Cuba.', ""January 9 – Martyrs' Day: Armed clashes between United States troops and Panamanian civilians in the Panama Canal Zone precipitate a major international crisis, resulting in the deaths of 21 Panamanians and 4 U.S. soldiers."", ""January 11 – United States Surgeon General Luther Terry reports that smoking may be hazardous to one's health (the first such statement from the U.S. government)."", 'January 12\nZanzibar Revolution: The predominantly Arab government of Zanzibar is overthrown by African nationalist rebels; a United States Navy destroyer evacuates 61 U.S. citizens.\nRoutine U.S. naval patrols of the South China Sea begin.', 'Zanzibar Revolution: The predominantly Arab government of Zanzibar is overthrown by African nationalist rebels; a United States Navy destroyer evacuates 61 U.S. citizens.', 'Routine U.S. naval patrols of the South China Sea begin.', ""January 20 – Meet the Beatles!, the first Beatles album from Capitol Records in the United States, is released ten days after Chicago's Vee-Jay Records releases Introducing... The Beatles. The two record companies battle it out in court for months, eventually coming to a conclusion."", 'January 22 – Kenneth Kaunda is inaugurated as the first Prime Minister of Northern Rhodesia.', 'January 23 – Thirteen years after its proposal and nearly two years after its passage by the United States Senate, the 24th Amendment to the United States Constitution, prohibiting the use of poll taxes in national elections, is ratified.', ""January 27\nFrance and the People's Republic of China announce their decision to establish diplomatic relations.\nU.S. Senator Margaret Chase Smith, 66, announces her candidacy for the Republican presidential nomination."", ""France and the People's Republic of China announce their decision to establish diplomatic relations."", 'U.S. Senator Margaret Chase Smith, 66, announces her candidacy for the Republican presidential nomination.', 'January 28 – A U.S. Air Force jet training aircraft that strays into East Germany is shot down by Soviet fighters near Erfurt; all three crewmen are killed.', 'January 29 – February 9 – The 1964 Winter Olympics are held in Innsbruck, Austria.', 'January 29\nThe Soviet Union launches two scientific satellites, Elektron I and II, from a single rocket.\nRanger 6 is launched by NASA, on a mission to carry television cameras and crash-land on the Moon.', 'The Soviet Union launches two scientific satellites, Elektron I and II, from a single rocket.', 'Ranger 6 is launched by NASA, on a mission to carry television cameras and crash-land on the Moon.', ""January 30 – General Nguyễn Khánh leads a bloodless military coup d'état, replacing Dương Văn Minh as Prime Minister of South Vietnam.""]"
2,"['February 4 – The Government of the United States authorizes the Twenty-fourth Amendment to the United States Constitution, outlawing the poll tax.', 'February 5 – India backs out of its promise to hold a plebiscite in the disputed territory of Kashmir. In 1948, India had taken the issue of Kashmir to the United Nations Security Council and offered to hold a plebiscite in the held Kashmir under UN supervision.', 'February 6 – Cuba cuts off the normal water supply to the United States Guantanamo Bay Naval Base, in reprisal for the U.S. seizure four days earlier of four Cuban fishing boats off the coast of Florida.', 'February 10 – Melbourne–Voyager collision: 82 Australian sailors die when a Royal Australian Navy aircraft carrier and a destroyer collide off New South Wales, Australia.', ""February 11\nGreeks and Turks begin fighting in Limassol, Cyprus.\nThe Republic of China severs diplomatic relations with France because of French recognition of the People's Republic of China."", 'Greeks and Turks begin fighting in Limassol, Cyprus.', ""The Republic of China severs diplomatic relations with France because of French recognition of the People's Republic of China."", ""February 17 – Gabonese president Léon M'ba is toppled by a military coup and his arch-rival, Jean-Hilaire Aubame, is installed in his place. However, French intervention restores M'ba's government the next day."", 'February 25 – Cassius Clay (later Muhammad Ali) beats Sonny Liston in Miami Beach, Florida, and is crowned the heavyweight champion of the world.', 'February 26 – U.S. politician John Glenn withdraws from the race for the Democratic Party Senate nomination, following a domestic accident.', 'February 27 – The Italian government asks for help to keep the Leaning Tower of Pisa from toppling over.']"
3,"['March 6\nConstantine II becomes King of Greece, upon the death of his father King Paul.\nBoxer Cassius Clay announces the change of his name to Muhammad Ali.', 'Constantine II becomes King of Greece, upon the death of his father King Paul.', 'Boxer Cassius Clay announces the change of his name to Muhammad Ali.', 'March 9\nNew York Times Co. v Sullivan (376 US 254 1964): The United States Supreme Court rules that under the First Amendment, speech criticizing political figures cannot be censored.\nThe London Fisheries Convention is signed, giving signatories the right of full access to fishing grounds within 12 nautical miles of the western European coastline.', 'New York Times Co. v Sullivan (376 US 254 1964): The United States Supreme Court rules that under the First Amendment, speech criticizing political figures cannot be censored.', 'The London Fisheries Convention is signed, giving signatories the right of full access to fishing grounds within 12 nautical miles of the western European coastline.', 'March 10\nSoviet military forces shoot down an unarmed reconnaissance bomber that had strayed into East Germany; the 3 U.S. flyers parachute to safety.\nHenry Cabot Lodge Jr., United States Ambassador to South Vietnam, wins the New Hampshire Republican primary.', 'Soviet military forces shoot down an unarmed reconnaissance bomber that had strayed into East Germany; the 3 U.S. flyers parachute to safety.', 'Henry Cabot Lodge Jr., United States Ambassador to South Vietnam, wins the New Hampshire Republican primary.', 'March 12 – Malcolm X leaves the Nation of Islam.', 'March 14 – A Dallas, Texas, jury finds Jack Ruby guilty of killing John F. Kennedy assassin Lee Harvey Oswald.', 'March 15 – Richard Burton and Elizabeth Taylor marry (for the first time) in Montreal.', 'March 18 – 1964 Moscow protest: Approximately 50 Moroccan students break into the embassy of Morocco in the Soviet Union and stage an all‐day sit-in protesting against sentencing of eleven people to death for the alleged assassination attempt of King Hassan II of Morocco.', 'March 19 – The American Jerrie Mock sets out to become the first woman to fly solo around the world from March 19, completing her flight on April 17.', 'March 20 – June 6 – The first United Nations Conference on Trade and Development takes place.', 'March 20 – The precursor of the European Space Agency, ESRO (European Space Research Organization) is established per an agreement signed on June 14, 1962.', ""March 21 – Non ho l'età by Gigliola Cinquetti (music by Nicola Salerno, text by Mario Panzeri) wins the Eurovision Song Contest 1964 for Italy."", 'March 27 (Good Friday) – The Great Alaskan earthquake, the second-most powerful known (and the most powerful earthquake recorded in North American history) at a magnitude of 9.2, strikes Southcentral Alaska, killing 125 people and inflicting massive damage to the city of Anchorage.', 'March 28\nKing Saud of Saudi Arabia abdicates the throne. His brother, Prince Faisal, does not officially assume the throne until November.\nRadio Caroline becomes the United Kingdom\'s first ""Pirate"" radio station, broadcasting from a ship anchored just outside UK territorial waters on the east coast.', 'King Saud of Saudi Arabia abdicates the throne. His brother, Prince Faisal, does not officially assume the throne until November.', 'Radio Caroline becomes the United Kingdom\'s first ""Pirate"" radio station, broadcasting from a ship anchored just outside UK territorial waters on the east coast.', 'March 31 – The military overthrows Brazilian President João Goulart in a coup, starting 21 years of dictatorship in Brazil. It ends in 1985.']"
4,"['April 1 – Deployed military rule in Brazil ends the government of democratically elected president, João Goulart.', 'April 4\nThe Beatles hold the top 5 positions in the Billboard Top 40 singles in America, an unprecedented achievement. The top songs in America as listed on April 4, in order, are: ""Can\'t Buy Me Love"", ""Twist and Shout"", ""She Loves You"", ""I Want to Hold Your Hand"", and ""Please Please Me"".', 'The Beatles hold the top 5 positions in the Billboard Top 40 singles in America, an unprecedented achievement. The top songs in America as listed on April 4, in order, are: ""Can\'t Buy Me Love"", ""Twist and Shout"", ""She Loves You"", ""I Want to Hold Your Hand"", and ""Please Please Me"".']"
5,"['April 7 – IBM announces the System/360.', 'April 8 – Gemini 1 is launched, the first unmanned test of the 2-man spacecraft.', 'April 9 – The United Nations Security Council adopts by a 9–0 vote a resolution deploring a British air attack on a fort in Yemen 12 days earlier, in which 25 persons have been reported killed.', 'April 11 – The Brazilian Congress elects Field Marshal Humberto de Alencar Castelo Branco as President of Brazil.', 'April 13\nAt the 36th Academy Awards ceremony, Sidney Poitier becomes the first African-American to win an Academy Award in the category Best Actor in a Leading Role in Lilies of the Field.', 'At the 36th Academy Awards ceremony, Sidney Poitier becomes the first African-American to win an Academy Award in the category Best Actor in a Leading Role in Lilies of the Field.', 'April 16 – In the Assize Court at Buckingham, UK, sentences totalling 307 years are passed on twelve men who stole £2,600,000 in used bank notes, after holding up the night train from Glasgow to London in August 1963 – a heist that becomes known as the Great Train Robbery.', 'April 19 – In Laos, the coalition government of Prince Souvanna Phouma is deposed by a right-wing military group, led by Brig. Gen. Kouprasith Abhay. Not supported by the United States, the coup is ultimately unsuccessful, and Souvanna Phouma is reinstated, remaining as Prime Minister until 1975.', 'April 20\nU.S. President Lyndon Johnson in New York, and Soviet Premier Nikita Khrushchev in Moscow, simultaneously announce plans to cut back production of materials for making nuclear weapons.\nNelson Mandela makes his ""I Am Prepared to Die"" speech at the opening of the Rivonia Trial, a key event for the anti-apartheid movement.\nIn the UK, BBC Two television starts broadcasting for the first time.', 'U.S. President Lyndon Johnson in New York, and Soviet Premier Nikita Khrushchev in Moscow, simultaneously announce plans to cut back production of materials for making nuclear weapons.', 'Nelson Mandela makes his ""I Am Prepared to Die"" speech at the opening of the Rivonia Trial, a key event for the anti-apartheid movement.', 'In the UK, BBC Two television starts broadcasting for the first time.', ""April 22 April 22: 1964 New York World's Fair\nBritish businessman Greville Wynne, imprisoned in Moscow since 1963 for spying, is exchanged for Soviet spy Gordon Lonsdale.\nThe 1964 New York World's Fair opens to celebrate the 300th anniversary of New Amsterdam being taken over by British forces under the Duke of York (later King James II) and being renamed New York in 1664. The fair runs until October 18, 1964, and reopens April 21, 1965, finally closing October 17, 1965. Although not internationally sanctioned, due to being within ten years of the Seattle World's Fair in 1962, so that some countries decline to attend, many have pavilions with exotic crafts, art and food."", 'British businessman Greville Wynne, imprisoned in Moscow since 1963 for spying, is exchanged for Soviet spy Gordon Lonsdale.', ""The 1964 New York World's Fair opens to celebrate the 300th anniversary of New Amsterdam being taken over by British forces under the Duke of York (later King James II) and being renamed New York in 1664. The fair runs until October 18, 1964, and reopens April 21, 1965, finally closing October 17, 1965. Although not internationally sanctioned, due to being within ten years of the Seattle World's Fair in 1962, so that some countries decline to attend, many have pavilions with exotic crafts, art and food."", 'April 25 – Thieves steal the head of the Little Mermaid statue in Copenhagen, Denmark (Although the attack was attributed to Jørgen Nash, the Danish media blamed the painter Henrik Bruun, who never confessed to the crime).', 'April 26 – Tanganyika and Zanzibar merge to form Tanzania.']"
6,"[""May 1 – At 4:00\xa0a.m., John George Kemeny and Thomas Eugene Kurtz run the first computer program written in BASIC (Beginners' All-purpose Symbolic Instruction Code), an easy to learn high level programming language which they have created. BASIC is eventually included on many computers and even some games consoles."", 'May 2\nVietnam War: Attack on USNS Card – An explosion caused by Viet Cong commandos causes carrier USNS Card to sink in the port of Saigon.\nSome 400–1,000 students march through Times Square, New York, and another 700 in San Francisco, in the first major student demonstration against the Vietnam War. Smaller marches also occur in Boston, Seattle, and Madison, WI.\nUnited States Senator Barry Goldwater receives more than 75% of the votes in the Texas Republican presidential primary.\nHenry Hezekiah Dee and Charles Eddie Moore, hitchhiking in Meadville, Mississippi, are kidnapped, beaten and murdered by members of the Ku Klux Klan. Their badly decomposed bodies are found by chance in July during the search for missing activists Chaney, Goodman, and Schwerner.', 'Vietnam War: Attack on USNS Card – An explosion caused by Viet Cong commandos causes carrier USNS Card to sink in the port of Saigon.', 'Some 400–1,000 students march through Times Square, New York, and another 700 in San Francisco, in the first major student demonstration against the Vietnam War. Smaller marches also occur in Boston, Seattle, and Madison, WI.', 'United States Senator Barry Goldwater receives more than 75% of the votes in the Texas Republican presidential primary.', 'Henry Hezekiah Dee and Charles Eddie Moore, hitchhiking in Meadville, Mississippi, are kidnapped, beaten and murdered by members of the Ku Klux Klan. Their badly decomposed bodies are found by chance in July during the search for missing activists Chaney, Goodman, and Schwerner.', 'May 4 – The United States Congress recognizes Bourbon whiskey as a ""distinctive product of the United States"".', 'May 7\nPacific Air Lines Flight 773 crashes near San Ramon, California, killing all 44 aboard; the FBI later reports that a cockpit recorder tape indicates that the pilot and co-pilot had been shot by a suicidal passenger.\nAt a mail rockets demonstration by Gerhard Zucker on Hasselkopf Mountain near Braunlage (Lower Saxonia, Germany), three people are killed by a rocket explosion.', 'Pacific Air Lines Flight 773 crashes near San Ramon, California, killing all 44 aboard; the FBI later reports that a cockpit recorder tape indicates that the pilot and co-pilot had been shot by a suicidal passenger.', 'At a mail rockets demonstration by Gerhard Zucker on Hasselkopf Mountain near Braunlage (Lower Saxonia, Germany), three people are killed by a rocket explosion.', 'May 9 – South Korean President Park Chung-hee reshuffles his Cabinet, after a series of student demonstrations against his efforts to restore diplomatic and trade relations with Japan.', ""May 11 – Terence Conran opens the first Habitat store on London's Fulham Road."", 'May 12 – Twelve young men in New York City publicly burn their draft cards to protest the Vietnam War; the first such act of war resistance.', 'May 23 – Madeline Dassault, 63, wife of a French plane manufacturer and politician, is kidnapped while leaving her car in front of her Paris home; she is found unharmed the next day in a farmhouse 27 miles (43\xa0km) from Paris.', ""May 24 – 25 – The crowd at a football match in Lima, Peru riots over a referee's decision in the Peru-Argentina game; 319 are killed, 500 injured."", 'May 27 – The ongoing Colombian conflict starts.', 'May 28 – The Charter of the Palestine Liberation Organization (PLO) is released by the Arab League.', 'May 29 – Having deposed them in a January coup, South Vietnamese leader Nguyen Khanh had rival Generals Tran Van Don and Le Van Kim convicted of ""lax morality"".']"
7,"[""June 2\nSenator Barry Goldwater wins the California Republican primary, making him the overwhelming favorite for the party's nomination as President of the United States.\nFive million shares of stock in the Communications Satellite Corporation (Comsat) are offered for sale at $20 a share, and the issue is quickly sold out."", ""Senator Barry Goldwater wins the California Republican primary, making him the overwhelming favorite for the party's nomination as President of the United States."", 'Five million shares of stock in the Communications Satellite Corporation (Comsat) are offered for sale at $20 a share, and the issue is quickly sold out.', 'June 3 – South Korean President Park Chung-hee declares martial law in Seoul, after 10,000 student demonstrators overpower police.', 'June 11\nGreece rejects direct talks with Turkey over Cyprus.\nCologne school massacre: In Cologne, West Germany, Walter Seifert attacks students and teachers in an elementary school with a flamethrower, killing 10 and injuring 21.', 'Greece rejects direct talks with Turkey over Cyprus.', 'Cologne school massacre: In Cologne, West Germany, Walter Seifert attacks students and teachers in an elementary school with a flamethrower, killing 10 and injuring 21.', 'June 12 – Nelson Mandela and 7 others are sentenced to life imprisonment in South Africa, and sent to the Robben Island prison.', 'June 14 - Kicking off the Civil Rights project known as Freedom Summer, 300 volunteers begin preparing for a summer in Mississippi.  The training is held at the Western College for Women (now Miami University).', 'June 19 – U.S. Senator Edward Kennedy, 32, is seriously injured in a private plane crash at Southampton, Massachusetts; the pilot is killed.', 'June 20 – The Ford GT40 makes its first appearance at the 24 Hours of Le Mans. It does not see its first victory, however, until 2 years later in 1966. At the same event, the AC Cobra wins its class in its second Le Mans appearance.', 'June 21 – Spain beats the Soviet Union 2–1 to win the 1964 European Nations Cup.', 'June 26 – Moise Tshombe returns to the Democratic Republic of the Congo from exile in Spain.']"
8,"['July 6 – Malawi receives its independence from the United Kingdom.', 'July 18\nSix days of race riots begin in Harlem, New York, United States, apparently prompted by the shooting of a teenager.\nJudith Graham Pool publishes her discovery of cryoprecipitate, a frozen blood clotting product made from plasma primarily to treat hemophiliacs around the world.', 'Six days of race riots begin in Harlem, New York, United States, apparently prompted by the shooting of a teenager.', 'Judith Graham Pool publishes her discovery of cryoprecipitate, a frozen blood clotting product made from plasma primarily to treat hemophiliacs around the world.', 'July 19 – Vietnam War: At a rally in Saigon, South Vietnamese Prime Minister and military leader Nguyễn Khánh calls for expanding the war into North Vietnam.', ""July 20\nVietnam War: Viet Cong forces attack a provincial capital, killing 11 South Vietnamese military personnel and 40 civilians (30 of which are children).\nThe National Movement of the Revolution is established in the Republic of the Congo, becoming the country's sole legal political party."", 'Vietnam War: Viet Cong forces attack a provincial capital, killing 11 South Vietnamese military personnel and 40 civilians (30 of which are children).', ""The National Movement of the Revolution is established in the Republic of the Congo, becoming the country's sole legal political party."", 'July 21 – Race riots begin in Singapore between ethnic Chinese and Malays.', 'July 22 – The second meeting of the Organisation of African Unity is held.', 'July 24 – A minor criticality accident takes place at a United Nuclear Corporation Fuels recovery plant in Wood River Junction, Rhode Island, United States, causing the death of one worker.', 'July 27 – Vietnam War: The U.S. sends 5,000 more military advisers to South Vietnam, bringing the total number of United States forces in Vietnam to 21,000.', 'July 31 – Ranger program: Ranger 7 sends back the first close-up photographs of the Moon (images are 1,000 times clearer than anything ever seen from Earth-bound telescopes).']"
9,"['August 2 – Vietnam War: United States destroyer Maddox is attacked in the Gulf of Tonkin. Air support from the carrier USS Ticonderoga sinks one gunboat, while the other two leave the battle.', 'August 5\nVietnam War: Operation Pierce Arrow – Aircraft from carriers USS Ticonderoga and USS Constellation bomb North Vietnam in retaliation for strikes against U.S. destroyers in the Gulf of Tonkin.\nThe Simba rebel army in the Democratic Republic of the Congo captures Stanleyville, and takes 1,000 Western hostages.', 'Vietnam War: Operation Pierce Arrow – Aircraft from carriers USS Ticonderoga and USS Constellation bomb North Vietnam in retaliation for strikes against U.S. destroyers in the Gulf of Tonkin.', 'The Simba rebel army in the Democratic Republic of the Congo captures Stanleyville, and takes 1,000 Western hostages.', 'August 7 – Vietnam War: The United States Congress passes the Gulf of Tonkin Resolution, giving U.S. President Lyndon B. Johnson broad war powers to deal with North Vietnamese attacks on U.S. forces.', 'August 8 – A Rolling Stones gig in Scheveningen gets out of control. Riot police end the gig after about fifteen minutes, upon which spectators start to fight the riot police.', 'August 13 – The last judicial hanging in the United Kingdom takes place when murderers Gwynne Owen Evans and Peter Anthony Allen are executed at Walton Prison in Liverpool.', ""August 16 – Vietnam War: In a coup, General Nguyễn Khánh replaces Dương Văn Minh as South Vietnam's chief of state and establishes a new constitution, drafted partly by the U.S. Embassy."", 'August 18 – The International Olympic Committee bans South Africa from the Tokyo Olympics on the grounds that its teams are racially segregated.', 'August 20 – The International Telecommunications Satellite Consortium (Intelsat) began to work.', 'August 22 – Goalkeeper Derek Foster of Sunderland becomes the youngest-ever player to play in the English Football League, aged 15 years and 185 days.', 'August 24 – 27 – The Democratic National Convention in Atlantic City nominates incumbent President Lyndon B. Johnson for a full term, and U.S. Senator Hubert Humphrey of Minnesota as his running mate.', ""August 27 – Walt Disney's Mary Poppins has its world premiere in Los Angeles. It will go on to become Disney's biggest moneymaker, and winner of 5 Academy Awards, including a Best Actress. It is the first Disney film to be nominated for Best Picture."", 'August 28 – 30 – Philadelphia 1964 race riot: Tensions between African American residents and police lead to 341 injuries and 774 arrests.']"
10,"['September 2 – Indian Hungry generation poets, including Malay Roy Choudhury, are arrested on charges of conspiracy against the state and obscenity in literature.', 'September 4 – The Forth Road Bridge opens over the Firth of Forth in Scotland.', 'September 10 – The African Development Bank (AfDB) is founded.', 'September 11 – In Jacksonville, Florida, during a tour of the United States, John Lennon announces that the Beatles will not play to a segregated audience.', 'September 14\nThe third period of the Second Vatican Council opens.\nThe London Daily Herald ceases publication, replaced by The Sun.', 'The third period of the Second Vatican Council opens.', 'The London Daily Herald ceases publication, replaced by The Sun.', ""September 18 – In Athens, King Constantine II of Greece marries Princess Anne-Marie of Denmark, who becomes Europe's youngest Queen at age 18 years, 19 days."", 'September 21 – The island of Malta obtains independence from the United Kingdom.', 'September 24 – The Warren Commission, the first official investigation of the assassination of United States President John F. Kennedy, submits its written report.', 'September 25 – The Mozambican War of Independence is launched by FRELIMO.']"
