Month No.,Month-Day(s)-Events
1,"['January 1 – Istanbul nightclub shooting: A gunman dressed as Santa Claus opens fire at the Reina nightclub in Istanbul, Turkey, killing 39 people and injuring 79 others.', 'January 16 – Turkish Airlines Flight 6491, a cargo flight en route from Hong Kong to Istanbul via Bishkek, Kyrgyzstan, crashes in a residential area while attempting to land at Manas International Airport, Bishkek, killing all four crew members on board and 35 people on the ground.', 'January 19 – 2016–2017 Gambian constitutional crisis: The Economic Community of West African States (ECOWAS) launches a military intervention in the Gambia after Yahya Jammeh refuses to cede power following the 2016 presidential elections.', ""January 21:\n2016–2017 Gambian constitutional crisis: Following the military intervention of ECOWAS, President Yahya Jammeh resigns from office after 23 years in power and flees into exile to Equatorial Guinea; the democratically elected Adama Barrow assumes office as President of The Gambia.\nMillions of people worldwide join the Women's March in response to the inauguration of Donald Trump as President of the United States. 420 marches were reported in the U.S. and 168 in other countries, becoming the largest single-day protest in American history."", '2016–2017 Gambian constitutional crisis: Following the military intervention of ECOWAS, President Yahya Jammeh resigns from office after 23 years in power and flees into exile to Equatorial Guinea; the democratically elected Adama Barrow assumes office as President of The Gambia.', ""Millions of people worldwide join the Women's March in response to the inauguration of Donald Trump as President of the United States. 420 marches were reported in the U.S. and 168 in other countries, becoming the largest single-day protest in American history."", 'January 30 – Morocco rejoins the African Union.']"
2,"['February 11 – North Korea prompts international condemnation by test firing a ballistic missile across the Sea of Japan.', 'February 13 – Assassination of Kim Jong-nam: Kim Jong-nam, the eldest son of deceased North Korean leader Kim Jong-il and the half-brother of current North Korean leader Kim Jong-un, is killed after being attacked by two women with VX nerve agent at Kuala Lumpur International Airport in Malaysia.', 'February 26 – An annular solar eclipse is visible from Pacific, Chile, Argentina, Atlantic, Africa. It is the 29th eclipse of the 140th saros cycle (descending node), which started with a partial solar eclipse visible in the Southern Hemisphere on April 16, 1512, and will conclude with another partial solar eclipse visible in the Northern Hemisphere on June 1, 2774.']"
3,"['March 10 – The UN warns that the world is facing the largest humanitarian crisis since World War II, with up to 20\xa0million people at risk of starvation and famine in Yemen, Somalia, South Sudan and Nigeria.', 'March 14 – March 2017 North American blizzard: A major late-season blizzard affects the Northeastern United States, New England and Canada, dumping up to three feet of snow in the hardest hit areas.', 'March 29 – The United Kingdom triggers Article 50 of the Lisbon Treaty, starting the Brexit negotiations, the talks for the United Kingdom to leave the European Union.', ""March 30 – SpaceX conducts the world's first reflight of an orbital class rocket."", 'March 31 – Horacio Cartes presents to Congress his project of allowing the re-election of the president of Paraguay for a second term, going against the Constitution of Paraguay. This sparked a huge political crisis that ended in the storm of Congress by liberal activists and in the assassination of Rodrigo Quintana by the police. After this, the Congress votes against the re-election project.']"
4,"['April 6 – In response to a suspected chemical weapons attack on a rebel-held town, the U.S. military launches 59 Tomahawk cruise missiles at an air base in Syria. Russia describes the strikes as an ""aggression"", adding they significantly damage U.S.–Russia ties.', ""April 13 – In the 2017 Nangarhar airstrike the U.S. drops the GBU-43/B MOAB, the world's largest non-nuclear weapon, at an ISIL base in the Nangarhar Province of eastern Afghanistan.""]"
5,"['May 9–13 – The Eurovision Song Contest takes place in Kyiv, Ukraine, and is won by Portuguese entrant Salvador Sobral with the song ""Amar Pelos Dois"".', 'May 12 – WannaCry ransomware attack: Computers around the world are hit by a large-scale ransomware cyberattack, which goes on to affect at least 150 countries.', 'May 22 – An ISIL terrorist bombing attack at an Ariana Grande concert in Manchester, England, kills 22 people and injures more than 500 others.']"
6,"['June 1 – Amidst widespread criticism, the U.S. government announces its decision to withdraw from the Paris Climate Agreement in due time.', 'June 3\nLondon Bridge attack: Eight people are murdered and dozens of civilians are wounded by Islamist terrorists. Three of the attackers are shot dead by the police. ISIS claimed responsibility for the attack.\n2017 Turin stampede: During the 2017 UEFA Champions League Final, a thug used a stinging spray to cause panic to the crowd watching the match. There were 1,672 wounded and 3 deaths.', 'London Bridge attack: Eight people are murdered and dozens of civilians are wounded by Islamist terrorists. Three of the attackers are shot dead by the police. ISIS claimed responsibility for the attack.', '2017 Turin stampede: During the 2017 UEFA Champions League Final, a thug used a stinging spray to cause panic to the crowd watching the match. There were 1,672 wounded and 3 deaths.', 'June 5\nMontenegro joins NATO as the 29th member.\nThe 2017–18 Qatar diplomatic crisis starts, as Saudi Arabia, Bahrain, the United Arab Emirates and other Arab countries block Qatari access to their seas and air.', 'Montenegro joins NATO as the 29th member.', 'The 2017–18 Qatar diplomatic crisis starts, as Saudi Arabia, Bahrain, the United Arab Emirates and other Arab countries block Qatari access to their seas and air.', 'June 7 – Two terrorist attacks are simultaneously carried out by five Islamic State of Iraq and the Levant (ISIL) terrorists against the Iranian Parliament building and the Mausoleum of Ruhollah Khomeini, both in Tehran, leaving 17 civilians dead and 43 more wounded. It is the first ISIL attack to occur in Iran.', 'June 8 – A snap general election is held in the United Kingdom, three years before the next is due, resulting in a hung parliament, with the Conservative Party, led by Prime Minister Theresa May, losing their majority in Parliament. The Labour Party, led by Jeremy Corbyn, makes gains for the first time since 1997. Days later, the Conservative Party, now lacking a majority, enters a confidence-and-supply deal with the Northern Ireland loyalist party DUP.', 'June 10\nThe 2017 World Expo is opened in Astana, Kazakhstan.', 'The 2017 World Expo is opened in Astana, Kazakhstan.', ""June 18 – Iran's Islamic Revolution Guards Corps (IRGC) fire six surface-to-surface mid-range ballistic missiles from domestic bases targeting ISIL forces in the Syrian Deir ez-Zor Governorate in response to the terrorist attacks in Tehran earlier that month."", 'June 21 – The Great Mosque of al-Nuri in Mosul, Iraq, is destroyed by the Islamic State of Iraq and the Levant.', 'June 24 – The Goodwin wildfire starts in Yavapai County, Arizona near Mayer and forces evacuations of more than a hundred people.', 'June 25 – The World Health Organization estimates that Yemen has over 200,000 cases of cholera.', ""June 26 – The 2017 America's Cup yacht race, sailed in Bermuda, is won by New Zealand's Aotearoa."", 'June 27 – 2017 cyberattacks on Ukraine: A series of cyberattacks using the Petya malware begins, affecting organizations in Ukraine.']"
7,"['July 4 – Russia and China urge North Korea to halt its missile and nuclear programs after it successfully tested its first intercontinental ballistic missile.', ""July 7\nThe Treaty on the Prohibition of Nuclear Weapons is voted for by 122 states.\nISIL affiliated insurgents attacked an Egyptian military checkpoint in Northern Sinai's Rafah which resulted in the deaths of 26 Egyptian personnel including colonel Ahmed Mansi and 44 other insurgents."", 'The Treaty on the Prohibition of Nuclear Weapons is voted for by 122 states.', ""ISIL affiliated insurgents attacked an Egyptian military checkpoint in Northern Sinai's Rafah which resulted in the deaths of 26 Egyptian personnel including colonel Ahmed Mansi and 44 other insurgents."", 'July 10 – Iraqi Civil War: Mosul is declared fully liberated from the Islamic State of Iraq and the Levant.']"
8,"['August 5\nThe UN Security Council unanimously approves fresh sanctions on North Korean trade and investment.\nMauritania holds a constitutional referendum for approval of proposed amendments to the constitution.', 'The UN Security Council unanimously approves fresh sanctions on North Korean trade and investment.', 'Mauritania holds a constitutional referendum for approval of proposed amendments to the constitution.', 'August 12 – The Unite the Right rally is held in Charlottesville, Virginia, United States, by a variety of white nationalist and other far-right groups; Heather Heyer, a counter-protester, is killed after being hit by a car.', 'August 17 – The first observation of a collision of two neutron stars (GW170817) is hailed as a breakthrough in multi-messenger astronomy when both gravitational and electromagnetic waves from the event are detected. Data from the event provided confirmatory evidence for the r-process theory of the origin of heavy elements like gold.\n2017 Barcelona attacks: 22-year-old Younes Abouyaaqoub drove a van into pedestrians on La Rambla in Barcelona, Catalonia, Spain killing 13 people and injuring at least 130 others.', '2017 Barcelona attacks: 22-year-old Younes Abouyaaqoub drove a van into pedestrians on La Rambla in Barcelona, Catalonia, Spain killing 13 people and injuring at least 130 others.', 'August 18 – The first terrorist attack ever sentenced as a crime in Finland kills two people and injures eight others. Islamic terrorist Abderrahman Bouanane, a Moroccan man carried out the ISIS-inspired attack in southwest Finland.', 'August 21 – A total solar eclipse (nicknamed ""The Great American Eclipse"") is visible within a band across the entire contiguous United States of America, passing from the Pacific to the Atlantic coasts. The moon was just 3 days past perigee, making it relatively large.', 'August 25–ongoing – A military operation targeting Rohingya Muslims in Myanmar ""seems a textbook example of ethnic cleansing"", according to the United Nations High Commissioner for Human Rights.', 'August 25–30 – Hurricane Harvey strikes the United States as a Category\xa04 hurricane, causing catastrophic damage to the Houston metropolitan area, mostly due to record-breaking floods. At least 108 deaths are recorded, and total damage reaches $125\xa0billion (2017 USD), making Harvey the costliest natural disaster in United States history, tied with Hurricane Katrina in 2005.']"
9,"['September 1 – Russian President Vladimir Putin expels 755 diplomats in response to United States sanctions.', 'September 3 – North Korea conducts its sixth and most powerful nuclear test.', 'September 13 – The International Olympic Committee awards Paris and Los Angeles the right to host the 2024 and 2028 Summer Olympics, respectively.', ""September 15 – Cassini–Huygens ends its 13-year mission by plunging into Saturn, becoming the first spacecraft to enter the planet's atmosphere."", 'September 19 – Eleven days after another powerful earthquake, and on the 32nd anniversary of the deadly 1985 Mexico City earthquake, a 7.1 Mw\u202f earthquake strikes central Mexico, killing more than 350, leaving up to 6,000 injured and thousands more homeless.', 'September 19–20 – Just two weeks after Hurricane Irma struck the Caribbean, Hurricane Maria strikes similar areas, making landfall on Dominica as a Category\xa05 hurricane, and Puerto Rico as a Category\xa04 hurricane. Maria caused over 3,000 deaths and damages estimated in excess of $91.6\xa0billion (2017 USD).', 'September 25 – Kurdistan Region votes in a referendum to become an independent state, in defiance of Iraq; by October 15, the crisis escalates into a short-lived armed conflict over disputed territories.']"
10,"['October 1 – 60 people are killed and 867 more injured when Stephen Paddock opens fire on a crowd in Las Vegas, surpassing the 2016 Orlando nightclub shooting as the deadliest mass shooting perpetrated by a lone gunman in U.S. history.', 'October 12 – The United States announces its decision to withdraw from UNESCO, and is immediately followed by Israel.', 'October 14 – A massive blast caused by a truck bombing in Mogadishu, Somalia kills at least 587 people and injures 316 others.', 'October 17 – Syrian Civil War: Raqqa is declared fully liberated from the Islamic State of Iraq and the Levant.', ""October 25 – At the 19th National Congress of the Chinese Communist Party, Xi Jinping assumes his second term as General Secretary (China's paramount leader), and the political theory Xi Jinping Thought is written into the party's constitution."", 'October 26 – At the level crossing of the Hanko–Hyvinkää railway line, a passenger train collided with an off-road truck of the Nyland Brigade in Raseborg, Finland; four people died and 11 were injured.', 'October 27 – Based on the results of a previously held referendum, Catalonia declares independence from Spain, but the Catalan Republic is not recognised by the Spanish government or any other sovereign nation.']"
