Month No.,Month-Day(s)-Events
1,"['January 2 – South Dakota native Ernest Lawrence invents the cyclotron, used to accelerate particles to study nuclear physics.', 'January 4 – German pilot Elly Beinhorn begins her flight to Africa.', 'January 22 – Sir Isaac Isaacs is sworn in as the first Australian-born Governor-General of Australia.', 'January 25 – Mohandas Gandhi is again released from imprisonment in India.', 'January 27 – Pierre Laval forms a government in France.']"
2,"['February 4 – Soviet leader Joseph Stalin gives a speech calling for rapid industrialization, arguing that only strong industrialized countries will win wars, while ""weak"" nations are ""beaten"". Stalin states: ""We are fifty or a hundred years behind the advanced countries. We must make good this distance in ten years. Either we do it, or they will crush us."" The first five-year plan in the Soviet Union is intensified, for the industrialization and collectivization of agriculture.', 'February 10 – Official inauguration ceremonies for New Delhi as the capital of India begin.', 'February 16 – Pehr Evind Svinhufvud is elected president of Finland.', 'February 21 – Peruvian revolutionaries hijack a Ford Trimotor aeroplane, and demand that the pilot drop propaganda leaflets over Lima.']"
3,"['March 5 – The British viceroy of India and Mohandas Gandhi sign the Gandhi–Irwin Pact.', 'March 7 – The Finnish Parliament House opens in Helsinki, Finland.', 'March 11 – The Ready for Labour and Defence of the USSR programme, abbreviated as GTO, is introduced in the Soviet Union.', 'March 23 – Indian revolutionary leaders Bhagat Singh, Shivaram Rajguru and Sukhdev Thapar are hanged for conspiracy to murder in the British Raj.', 'March 31 – An earthquake destroys Managua, Nicaragua, killing 2,000 people.']"
4,"['April 1 – The Second Encirclement Campaign against Jiangxi Soviet in China is launched by the Kuomintang government, to destroy the Communist forces in Jiangxi Province.', 'April 6 – The Portuguese government declares martial law in Madeira and in the Azores, because of the Madeira uprising in Funchal.', 'April 12 – Municipal elections in Spain, which are treated as a virtual referendum on the monarchy, result in the triumph for the republican parties.', 'April 14 – The Second Spanish Republic is proclaimed in Madrid. Meanwhile, as a result of the victory of the Republican Left of Catalonia, Francesc Macià proclaims in Barcelona the Catalan Republic, as a state of the Iberian Federation.', 'April 17 – After the negotiations between the republican ministers of Spain and Catalonia, the Catalan Republic becomes the Generalitat of Catalonia, a Catalan autonomous government inside the Spanish Republic.', 'April 22 – Austria, the UK, Denmark, Germany, Italy, Sweden and the United States recognize the Spanish Republic.', 'April 25 – The automobile manufacturer Porsche is founded by Ferdinand Porsche in Stuttgart.']"
5,"['May 1 – Construction of the Empire State Building is completed in New York City.', 'May 4 – Kemal Atatürk is re-elected president of Turkey.', 'May 5 – İsmet İnönü forms a new government in Turkey (7th government).', ""May 11 – The Creditanstalt, Austria's largest bank, goes bankrupt, beginning the banking collapse in Central Europe that causes a worldwide financial meltdown."", 'May 13 – Paul Doumer is elected president of France.', 'May 14 – Ådalen shootings: Five people are killed in Ådalen, Sweden, when soldiers open fire on an unarmed trade union demonstration.', 'May 15\nThe Chinese Communists inflict a sharp defeat on the Kuomintang forces.\nPope Pius XI issues the encyclical Quadragesimo anno, on the ""reconstruction of the social order"".', 'The Chinese Communists inflict a sharp defeat on the Kuomintang forces.', 'Pope Pius XI issues the encyclical Quadragesimo anno, on the ""reconstruction of the social order"".', 'May 31 – The Second Encirclement Campaign against Jiangxi Soviet ends in the defeat of the Kuomintang.']"
6,"['June 5\nGerman Chancellor Dr. Heinrich Brüning visits London, where he warns the British Prime Minister Ramsay MacDonald that the collapse of the Austrian banking system, caused by the bankruptcy of the Creditanstalt, has left the entire German banking system on the verge of collapse.\nAnti-Chinese rioting occurs in Pyongyang. Approximately 127 Chinese people are killed, 393 wounded, and a considerable number of properties are destroyed by Korean residents.', 'German Chancellor Dr. Heinrich Brüning visits London, where he warns the British Prime Minister Ramsay MacDonald that the collapse of the Austrian banking system, caused by the bankruptcy of the Creditanstalt, has left the entire German banking system on the verge of collapse.', 'Anti-Chinese rioting occurs in Pyongyang. Approximately 127 Chinese people are killed, 393 wounded, and a considerable number of properties are destroyed by Korean residents.', 'June 14 – Saint-Philibert disaster: The overloaded pleasure craft Saint-Philibert, carrying trippers home to Nantes from the Île de Noirmoutier, sinks at the mouth of the River Loire in France; over 450 drown.', 'June 19\nIn an attempt to stop the banking crisis in Central Europe from causing a worldwide financial meltdown, U.S. President Herbert Hoover issues the Hoover Moratorium.\nThe Geneva Convention (1929) relative to the treatment of prisoners of war enters into force.', 'In an attempt to stop the banking crisis in Central Europe from causing a worldwide financial meltdown, U.S. President Herbert Hoover issues the Hoover Moratorium.', 'The Geneva Convention (1929) relative to the treatment of prisoners of war enters into force.', 'June 23–July 1 – Wiley Post and Harold Gatty accomplish the first round-the-world flight in a single-engine plane, flying eastabout from Roosevelt Field, New York, in 8 days, 15 hours, 51 minutes.']"
7,"['July 1 – The rebuilt Milano Centrale railway station officially opens in Italy.', 'July 9 – Irish racing driver Kaye Don breaks the world water speed record at Lake Garda, Italy.', ""July 10 – Norway issues a royal proclamation claiming the uninhabited part of eastern Greenland as Erik the Red's Land."", 'July 13 – Royal soldiers shoot and kill 22 people demonstrating against the Maharaja Hari Singh, of the Indian princely state of Kashmir and Jammu.', 'July 16 – Emperor Haile Selassie signs the first Constitution of Ethiopia.']"
8,"['August 2 – Murder of Paul Anlauf and Franz Lenck: Two Berlin police officers are killed by Communists.', 'August 9 – A referendum in Prussia for dissolving the Landtag ends with the ""yes"" side winning 37% of the vote, which is insufficient for calling the early elections. The elections are intended to remove the Social Democratic Party (SPD) government of Otto Braun, which is one of the strongest forces for democracy in Germany. Supporting the ""yes"" side were the NSDAP, the DNVP and the Communist Party (KPD), while supporting the ""no"" side were the SPD and Zentrum.', 'August 24 – The Labour Government of Ramsay MacDonald resigns in Britain, replaced by a National Government of people drawn from all parties, also under MacDonald.']"
9,"['September 7 – The Second Round Table Conference on the constitutional future of India opens in London; Mahatma Gandhi represents the Indian National Congress.', 'September 10 – The worst hurricane in British Honduras history kills an estimated 1,500.', 'September 18 – The Japanese military stages the Mukden Incident, an explosion blamed on Chinese dissidents and used as a pretext for the Japanese invasion of Manchuria.', 'September 19 – The United Kingdom abandons the gold standard.', 'September 20 – With a gun literally pointed to his head, the Chinese commander of Kirin province announces the annexation of that territory to Japan.']"
10,"['October 5 – American aviators Clyde Edward Pangborn and Hugh Herndon, Jr., complete the first non-stop flight across the Pacific Ocean, from Misawa, Japan, to East Wenatchee, Washington, in 41½ hours.', 'October 11 – A rally in Bad Harzburg, Germany leads to the Harzburg Front being founded, uniting the NSDAP, the DNVP, the Stahlhelm and various other right-wing factions.', 'October 24 – The George Washington Bridge across the Hudson River in the United States is dedicated; it opens to traffic the following day. At 3,500 feet (1,100\xa0m), it nearly doubles the previous record for the longest main span in the world.', ""October 27 – The United Kingdom general election results in the victory of the National Government, and the defeat of Labour Party, in the country's greatest ever electoral landslide.""]"
