Month No.,Month-Day(s)-Events
1,"['January 1 – The Republic of China is established.', 'January 5 – The Prague Conference (6th All-Russian Conference of the Russian Social Democratic Labour Party) opens.', 'January 6\nGerman geophysicist Alfred Wegener first presents his theory of continental drift.\nNew Mexico become the 47th U.S. State.', 'German geophysicist Alfred Wegener first presents his theory of continental drift.', 'New Mexico become the 47th U.S. State.', 'January 8 – The African National Congress is founded as the South African Native National Congress, at the Waaihoek Wesleyan Church in Bloemfontein, to promote improved rights for black South Africans, with John Langalibalele Dube as its first president.', 'January 14 – Raymond Poincaré forms a coalition government in France, beginning his first term of office as Prime Minister on 21 January.', 'January 17 – British polar explorer Captain Robert Falcon Scott and a team of four become the second expeditionary group to reach the South Pole.', 'January 18 (Old Style January 5) – Prague Conference: Vladimir Lenin and the Bolshevik Party break away from the rest of the Russian Social Democratic Labour Party.', 'January 23 – The International Opium Convention is signed at The Hague to restrict exports.']"
2,"['February 12 – The Manchu Qing dynasty of China comes to an end after 268 years with the abdication of Emperor Puyi in favour of the Republic of China.', 'February 14 – Arizona becomes the 48th U.S. state, and the last of the contiguous United States, pushing the American frontier to its limit.', 'February 24 – Battle of Beirut: Italy makes a surprise attack on the Ottoman port of Beirut, when the cruiser Giuseppe Garibaldi and the gunboat Volturno bombard the harbour, killing 97 sailors and civilians.', 'February 29 – Serbia and Bulgaria secretly sign a treaty of alliance for a term of eight years, with each pledging to come to the defense of the other during war.']"
3,"['March 1 – Albert Berry is reported to have made the first parachute jump from a flying airplane.', 'March 6 – Italian forces become the first to use airships in war as two dirigibles drop bombs on Turkish troops encamped at Janzur, from an altitude of 6,000 feet.', 'March 7 – Roald Amundsen, in Hobart, Tasmania, announces his success in reaching the South Pole the previous December.', 'March 12 – The Girl Scouts is founded by Juliette Gordon Low, in Savannah, Georgia.', 'March 16 – Lawrence Oates, dying member of Scott\'s South Pole expedition, leaves the tent saying, ""I am just going outside and may be some time.""', 'March 22 – The State of Bihar is formed out of the erstwhile State of Bengal, in British India.', 'March 27 – Mayor Yukio Ozaki of Tokyo gives 3,000 cherry trees to be planted in Washington, D.C., to symbolize the friendship between Japan and the United States.', ""March 29 – The remaining members of Robert Falcon Scott's South Pole expedition die."", 'March 30 – The French Third Republic establishes the French protectorate in Morocco by the Treaty of Fes with Sultan Abd al-Hafid of Morocco.']"
4,"['April 1 – A partial lunar eclipse takes place, the first of two lunar eclipses this year. It is the 61st lunar eclipse of the 111th Saros cycle, which started with a penumbral lunar eclipse on June 10, 830 AD and will conclude with another penumbral lunar eclipse on July 19, 2092.', 'April 10 – White Star liner RMS\xa0Titanic departs from Southampton, England, with more than 2,200 passengers and crew on her maiden voyage, bound for New York.', 'April 11 – RMS\xa0Titanic makes her last call, at Queenstown in Ireland.', 'April 14–15 – Sinking of the RMS Titanic: RMS\xa0Titanic strikes an iceberg in the northern Atlantic Ocean and sinks with the loss of more than 1,500 lives. The wreck will not be discovered until 1985.', 'April 14 – Santos FC, a Brazilian association football club, is founded in State of Sao Paulo.', 'April 16 – Harriet Quimby becomes the first woman to fly across the English Channel.', 'April 17\nLena massacre: Russian troops kill or wound 500 striking gold miners in Siberia.\nA hybrid solar eclipse is the 30th solar eclipse of Solar Saros 137.', 'Lena massacre: Russian troops kill or wound 500 striking gold miners in Siberia.', 'A hybrid solar eclipse is the 30th solar eclipse of Solar Saros 137.', 'April 18 – Cunard Line vessel RMS\xa0Carpathia arrives in New York with the 705 RMS\xa0Titanic survivors.', 'April 20\nFenway Park in Boston, Massachusetts opens.\nYogindranath Tagore founds Baranagore Ramakrishna Mission Ashrama High School in West Bengal, India.', 'Fenway Park in Boston, Massachusetts opens.', 'Yogindranath Tagore founds Baranagore Ramakrishna Mission Ashrama High School in West Bengal, India.', 'April 24 – English association football club Barnsley win the FA Cup.', 'April 30 – Carl Laemmle founds Universal Studios as the Universal Film and Manufacturing Company in the United States.']"
5,"[""May 1 – `Abdu'l-Bahá lays the cornerstone for the Bahá'í House of Worship in Wilmette, Illinois."", 'May 5 – The Olympic Games open in Stockholm, Sweden.', 'May 11 – Alaska becomes a territory of the United States.', 'May 13 – In the United Kingdom, the Royal Flying Corps (forerunner of the Royal Air Force) is established.', ""May 23 – The Hamburg America Line's SS\xa0Imperator is launched in Hamburg and is the world's largest ship."", 'May 30 – Pioneer aviator Wilbur Wright (of the Wright brothers) dies of typhoid fever in Dayton, Ohio.']"
6,"['June 6 – The Novarupta volcano (290 miles (470\xa0km) southwest of Anchorage) experiences a VEI 6 eruption (the largest in the 20th century).', ""June 30 – Canada's deadliest tornado strikes Regina, Saskatchewan killing 28 people.""]"
7,"['July 1 – Harriet Quimby, who set the record as the first woman to fly the English Channel two months previously, dies in Squantum, Massachusetts, after her brand-new two-seat Bleriot monoplane crashes, killing both Quimby and her passenger.', ""July 12 – The United States release of Sarah Bernhardt's film Les Amours de la reine Élisabeth is influential in the development of the movie feature. Adolph Zukor, who incorporates Paramount Pictures on May 8, 1914, launches his company as the distributor. Paramount celebrates its centennial in 2012."", 'July 30 – Emperor Meiji of Japan dies; he is succeeded by his son Yoshihito, who becomes Emperor Taishō. In the history of Japan, the event marks the end of the Meiji period and the beginning of the Taishō period.']"
8,"[""August 1 – The Jungfrau Railway is inaugurated with the opening of the subterranean Jungfraujoch railway station in the Bernese Oberland of Switzerland, Europe's highest at 3,450 metres (11,320\xa0ft) above sea level."", 'August 4 – United States occupation of Nicaragua: U.S. Marines land from the USS Annapolis in Nicaragua, to support the conservative government at its request.', 'August 12 – Sultan Abd al-Hafid of Morocco abdicates.', 'August 21 – The first Eagle Scout (Boy Scouts of America) earns his rank.', 'August 29 – A typhoon strikes China, killing at least 50,000 people.']"
9,"['September 4 – The government of the Ottoman Empire agrees to the demands put forward in the Albanian Revolt of 1912.', 'September 28 – W. C. Handy publishes ""The Memphis Blues"" in the United States.']"
10,"['October 8 – The First Balkan War begins: Montenegro declares war against the Ottoman Empire.', 'October 10 – The Maternity Allowance Act goes into effect in Australia, but excludes minorities.', 'October 14 – John Flammang Schrank attempts to assassinate Theodore Roosevelt in Milwaukee.', 'October 16 – Bulgarian pilots Radul Minkov and Prodan Toprakchiev perform the second bombing with an airplane in history, at the railway station of Karaagac near Edirne, against Turkey.', 'October 17 – Krupp engineers Benno Strauss and Eduard Maurer patent austenitic stainless steel.', 'October 18 – Italy and the Ottoman Empire sign a treaty in Ouchy near Lausanne, ending the Italo-Turkish War.', 'October 24 – First Balkan War: Battle of Kumanovo – Serbian forces defeat the Ottoman army in Vardar Macedonia.', ""October\nEdgar Rice Burroughs' character Tarzan first appears in Tarzan of the Apes, in American pulp magazine The All-Story.\nSax Rohmer's character Fu Manchu first appears in the first story of The Mystery of Dr. Fu-Manchu in English pulp magazine The Story-Teller."", ""Edgar Rice Burroughs' character Tarzan first appears in Tarzan of the Apes, in American pulp magazine The All-Story."", ""Sax Rohmer's character Fu Manchu first appears in the first story of The Mystery of Dr. Fu-Manchu in English pulp magazine The Story-Teller.""]"
11,"['November 5 – 1912 United States presidential election: New Jersey Governor Woodrow Wilson wins over former president Theodore Roosevelt and incumbent president William Howard Taft.', ""November 11 – William Lawrence Bragg presents his derivation of Bragg's law for the angles for coherent and incoherent scattering from a crystal lattice, creating the field of x-ray crystallography, and making possible the eventual imaging of the double helix of DNA."", 'November 25 – Românul de la Pind, the longest-running newspaper by and about Aromanians until World War II, ceases its publications.', 'November 28 – Albania declares independence from the Ottoman Empire.']"
12,"['December 3 – Bulgaria, Greece, Montenegro, and Serbia (the Balkan League) sign an armistice with the Ottoman Empire, temporarily halting the First Balkan War. (The armistice will expire on February 3, 1913, and hostilities will resume.)', 'December 18 – Piltdown Man, thought to be the fossilized skull of a hitherto unknown form of early human, is presented to the Geological Society of London (it is revealed to be a hoax in 1953).', 'December 24 – Merck files patent applications in Germany for synthesis of the entactogenic drug MDMA (Ecstasy), developed by Anton Köllisch.', 'December 30 – The First Balkan War ends temporarily: Bulgaria, Greece, Montenegro, and Serbia (the Balkan League countries) sign an armistice with Turkey, ending the two-month-long war.']"
